,Uniqe_ID,netinfiltration,runoff,rainfall,SGD_m3pd,SGD_std,baseflow,baseflow_std
47,WS_53_Auasi,443.4700878190291,206.15057651044822,955.2278944460098,297.12495883874954,212.86564215313396,146.3451289802796,75.38991492923496
48,WS_54_Tula,560.2892209821508,219.8944134542975,1028.4007562914053,375.39377805804105,268.9388260714324,184.89544292410977,95.24916756696565
49,WS_55_Tula,3769.9097599709676,1691.7026339631311,7934.890416267852,2525.8395391805484,1809.5566847860644,1244.0702207904194,640.8846591950645
50,WS_56_Onenoa,2780.1587414796713,1115.6027899539063,5582.377209515406,1862.70635679138,1334.4761959102423,917.4523846882915,472.6269860515442
51,WS_57_Aoa,552.6135320161073,226.37315413613044,1119.165753424588,370.25106645079194,265.2544953677315,182.36246556531543,93.94430044273825
52,WS_58_Aoa,3552.1169143047864,1347.6474493498683,6662.25298035429,2379.918332584207,1705.0161188662973,1172.1985817205796,603.8598754318137
53,WS_59_Alao,4036.568011892906,1979.7595017558147,8704.607838379958,2704.500567968247,1937.5526457085948,1332.067443924659,686.2165620217941
54,WS_60_Aoa,3004.2215436463844,1927.8390905545173,6068.04606754106,2012.8284342430777,1442.0263409502645,991.3931094033069,510.71766241988536
55,WS_61_Fagaitua,2839.3790210246857,746.0362749284778,4436.364008070937,1902.3839440865395,1362.9019300918492,936.9950769381463,482.6944335741966
56,WS_62_Fagaitua,4360.81814410345,1285.1634540181797,7496.576844438324,2921.7481565493117,2093.192709169656,1439.0699875541386,741.3390844975866
57,WS_63_Fagaitua,992.5832919189479,286.41457528957807,1697.7499127143014,665.0308055856951,476.439980121095,327.55248633325283,168.73915962622115
58,WS_64_Tafuna Plain,86588.9479963537,9275.919944332692,134769.49823356338,58014.595157556985,41562.695038249774,28574.352838796724,14720.12115938013
59,WS_65_Fagatele - Larsen,11058.26227313028,1218.2605490067515,18742.534674712464,7409.035722997288,5307.965891102534,3649.2265501329925,1879.9045864321477
60,WS_66_Fagatele - Larsen,5299.908338216619,574.033041666423,8831.740085792264,3550.938586605135,2543.956002343977,1748.9697516114843,900.9844174968254
61,WS_67_Laulii - Aumi,11073.349203997972,5090.800208877581,19955.49955564457,7419.143966678642,5315.207617919026,3654.205237319331,1882.4693646796554
62,WS_68_Laulii - Aumi,3391.9995028148205,1537.3819722830478,6140.55786217306,2272.6396668859297,1628.1597613511137,1119.3598359288908,576.6399154785196
63,WS_69_Laulii - Aumi,1288.2740757142938,625.5289363921393,2449.18631730297,863.1436307285769,618.371556342861,425.13044498571696,219.00659287142994
64,WS_70_Masausi,1392.212265265622,395.3283849957347,2302.1655206627943,932.7822177279668,668.2618873274985,459.43004753765524,236.67608509515574
65,WS_71_Sailele,1983.3224599140692,739.5644999453588,3676.716110436357,1328.8260481424265,951.9947807587532,654.4964117716429,337.16481818539177
66,WS_72_Masausi,3175.6819802473738,964.1422449273347,5473.6234357083285,2127.7069267657407,1524.3273505187394,1047.9750534816335,539.8659366420536
67,WS_73_Masausi,2129.9744062855825,624.3737584139134,3710.5363780501916,1427.0828522113404,1022.3877150170796,702.8915540742422,362.09564906854905
68,WS_74_Masefau,18638.116356266037,8784.697895085894,33416.567070302466,12487.537958698245,8946.295851007697,6150.578397567792,3168.4797805652265
69,WS_75_Afono,16725.788643048447,10409.184447588332,31262.654059501467,11206.27839084246,8028.378548663254,5519.510252205988,2843.384069318236
70,WS_76_Vatia,5950.9207727523435,3413.0989051753454,11199.131369226327,3987.11691774407,2856.4419709211247,1963.8038550082736,1011.6565313678984
71,WS_77_Pago Pago Harbor,11271.392642917765,5535.717760641876,19946.835711628733,7551.833070754903,5410.268468600527,3719.5595721628624,1916.13674929602
72,WS_78_Pago Pago Harbor,8676.70267907339,4349.6491061941115,15682.982910900195,5813.390794979172,4164.817285955228,2863.3118840942193,1475.0394554424765
73,WS_79_Pago Pago Harbor,6053.849928641283,3070.5050959956297,11145.916687051133,4056.07945218966,2905.847965747816,1997.7704764516236,1029.1544878690183
74,WS_80_Fagatuitui - Vaaogeoge,9895.596472331483,5800.302255815514,18655.48583074515,6630.049636462094,4749.886306719111,3265.5468358693893,1682.2514002963521
75,WS_81_Pago Pago Harbor,27993.90368112565,12821.544203154786,47712.863077097245,18755.915466354185,13437.073766940312,9237.988214771465,4758.963625791361
76,WS_82_Fagasa,10216.8124980588,6579.149772640629,19370.05392714498,6845.264373699396,4904.069999068224,3371.548124359404,1736.8581246699962
77,WS_83_Fagasa,2539.1301422868987,1588.8848204322214,4548.277066590641,1701.2171953322222,1218.7824682977114,837.9129469546766,431.6521241887728
78,WS_84_Nuuuli Pala,19755.779018326306,9008.67713140807,33294.34092675381,13236.371942278625,9482.773928796627,6519.407076047682,3358.4824331154723
79,WS_85_Fagasa,12487.892600624218,8088.723946158708,23194.806823001953,8366.888042418226,5994.188448299625,4121.004558205992,2122.941742106117
80,WS_86_Aasu,11381.496424553177,4645.840926619611,19149.56097181026,7625.602604450629,5463.118283785525,3755.8938201025485,1934.8543921740402
81,WS_87_Aasu,28601.91004376193,11173.97495636091,46621.0040989113,19163.279729320493,13728.916821005727,9438.630314441438,4862.3247074395285
82,WS_88_Nuuuli Pala,92271.43604130794,28743.252372384944,137932.64014404267,61821.86214767632,44290.28929982781,30449.573893631623,15686.144127022351
83,WS_89_Afono,2668.294351280903,1735.4184614016042,5218.092500176394,1787.757215358205,1280.7812886148333,880.537135922698,453.6100397177535
84,WS_90_Vatia,9647.170521504304,5248.781274187258,17223.023240093098,6463.604249407884,4630.641850322066,3183.5662720964206,1640.0189886557318
85,WS_91_Vatia,10488.543797329343,6065.325146750784,19816.4884963135,7027.3243442106605,5034.501022718085,3461.2194531186833,1783.0524455459883
86,WS_92_Vatia,3518.456717095617,1871.6529433996166,6140.6692177967125,2357.3660004540634,1688.859224205896,1161.0907166415536,598.1376419062549
87,WS_93_Fagatuitui - Vaaogeoge,3209.85020633036,2018.792000320666,6412.323906321907,2150.5996382413414,1540.7280990385727,1059.2505680890188,545.6745350761612
88,WS_94_Fagatuitui - Vaaogeoge,6557.1526948840765,3556.716763618505,11349.005326080263,4393.292305572331,3147.4332935443567,2163.860389311745,1114.715958130293
89,WS_95_Fagatuitui - Vaaogeoge,9993.118514279364,5923.899349477684,18861.274575777985,6695.389404567174,4796.696886854094,3297.72910971219,1698.830147427492
90,WS_96_Pago Pago Harbor,6414.88483104789,3258.1728222338124,11673.18586770748,4297.972836802086,3079.144718902987,2116.9119942458037,1090.5304212781414
91,WS_97_Pago Pago Harbor,1207.383781141053,700.1074998405155,2520.05577827983,808.9471333645056,579.5442149477054,398.43664777654755,205.25524279397905
92,WS_98_Leone_Maloata,67723.40064254755,11728.6691998481,100980.636589044,45374.678430506865,32507.232308422823,22348.722212040695,11512.978109233085
